YEAR,MO,DY,T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS
2017,11,5,5.15,4.88,0.44,2,100.85
2017,11,6,3.73,4.39,0.01,2.31,101.99
2017,11,7,7.38,5.8,2.57,6.4,101.4
2017,11,8,7.48,5.98,1.37,4.12,101.67
2017,11,9,5.94,5.62,0.73,3.06,101.74
2017,11,10,6.92,5.13,0.13,5.54,101.21
2017,11,11,5.38,5,0.71,4.01,100.64
2017,11,12,4.74,4.94,2.17,8.37,100.49
2017,11,13,4.03,4.58,0.23,4.55,101.87
2017,11,14,5.65,5.55,0.84,3.46,101.77
2017,11,15,7.95,6.47,0.72,1.78,101.92
2017,11,16,7.47,6.1,0.48,4.2,101.84
2017,11,17,2.92,4.33,0.04,2.43,102.35
2017,11,18,3.97,4.76,0.08,3.45,101.62
2017,11,19,2.67,4.15,0.02,3.77,101.72
2017,11,20,7.56,6.35,3.14,5.42,100.88
2017,11,21,10.51,7.51,1.38,5.27,100.31
2017,11,22,12.28,7.32,0.24,5.05,99.23
2017,11,23,9.64,5.92,1.37,11.72,99.17
2017,11,24,3.17,4.27,0.04,2.34,100.55
2017,11,25,1.01,3.91,0.17,4.17,100.95
2017,11,26,3.04,4.27,0.15,2,101.6
2017,11,27,5.82,5.37,7.77,3.91,100.55
2017,11,28,3.15,4.39,1.49,1.94,100.21
2017,11,29,3.96,4.76,2.11,1.4,100.37
2017,11,30,1.54,4.03,6.08,1.8,100.42
2017,12,1,4.03,4.39,3.34,5.12,101.49
2017,12,2,2.76,4.33,0.57,1.7,102.13
2017,12,3,5.02,5.31,0.53,1.62,102.12
2017,12,4,3.91,4.82,0.34,2.09,102.73
2017,12,5,4.91,5.13,0.31,1.55,102.9
2017,12,6,6.33,5.43,0.09,4.28,102.1
2017,12,7,6.99,5.68,6.8,5.26,100.34
2017,12,8,1.04,3.54,0.68,2.93,100.71
2017,12,9,-0.83,3.36,0.3,3.21,100.75
2017,12,10,0.83,3.97,8.5,8.77,97.84
2017,12,11,2.12,4.27,5.78,4.92,98.12
2017,12,12,0.13,3.72,0.96,3.91,100.1
2017,12,13,4,5,7.89,3.59,98.97
2017,12,14,1.85,4.27,0.92,3.85,98.37
2017,12,15,2.94,4.52,3.49,4.67,99.2
2017,12,16,0.59,3.78,0.72,2.92,101.13
2017,12,17,1.94,4.21,4.13,4.47,101.65
2017,12,18,3.36,4.64,0.16,4.16,102.36
2017,12,19,3.48,4.7,0.21,1.48,102.94
2017,12,20,6.82,5.92,0.78,1.28,102.94
2017,12,21,7.9,6.41,2.67,2.41,102.94
2017,12,22,7.74,6.29,0.96,3.1,103.03
2017,12,23,7.83,6.23,0.39,1.8,102.69
2017,12,24,8.37,6.41,0.37,2.52,101.7
2017,12,25,8.4,6.41,1.43,5.45,100.18
2017,12,26,4.09,4.82,9.17,8.91,98.84
2017,12,27,3.25,4.7,18.66,8.8,98.11
2017,12,28,-0.15,3.66,0.16,2.28,99.6
2017,12,29,2.06,4.33,9.53,6.3,99.21
2017,12,30,6.93,5.86,11.71,9.15,99.04
2017,12,31,9.25,6.96,6.26,7.1,98.82
2018,1,1,5.12,5.13,0.4,5.09,99.21
2018,1,2,5.17,5.31,6.41,9.86,99.81
2018,1,3,7.23,5.19,0.79,7.18,98.67
2018,1,4,5.69,5.31,3.81,7.72,98.72
2018,1,5,4.26,4.94,0.92,3.93,98.9
2018,1,6,3.94,4.52,0.37,4.95,100.65
2018,1,7,2.4,3.42,0.04,3.42,102.33
2018,1,8,2.73,4.03,0.32,3.31,101.91
2018,1,9,4.22,4.94,0.58,2.41,100.44
2018,1,10,5.92,5.74,3.11,2.97,100.05
2018,1,11,5.63,5.55,1.05,1.91,101.32
2018,1,12,5.47,5.37,0.66,2.3,102.18
2018,1,13,4.51,4.82,0.43,3.62,101.81
2018,1,14,3.09,4.33,0.28,3.41,101.38
2018,1,15,5.78,5.49,8.54,6.02,99.19
2018,1,16,3.46,4.39,0.64,2.5,98.67
2018,1,17,2.8,4.03,1.29,4.89,99.53
2018,1,18,4.94,4.82,5.26,13.89,99.14
2018,1,19,1.8,4.03,0.54,1.5,100.14
2018,1,20,0.87,3.97,3.41,5.99,99.84
2018,1,21,0.59,3.85,6.14,6.16,100.68
2018,1,22,4.94,5.19,0.2,2.35,100.58
2018,1,23,7.55,6.29,1.31,4.91,100.93
2018,1,24,8.91,6.65,6.2,9.56,100.06
2018,1,25,5.51,5.31,0.04,2.55,100.3
2018,1,26,4.08,4.82,0.27,3.44,101.4
2018,1,27,5.29,5.31,2.08,9.04,102.01
2018,1,28,10.17,7.02,0.34,5.46,102.22
2018,1,29,7.35,5.74,2.21,7.09,102.03
2018,1,30,3.48,4.33,0.24,5.16,102.07
2018,1,31,4.97,4.88,5.37,3.09,99.76
2018,2,1,2.76,4.21,3.2,3.7,99.58
2018,2,2,3.43,4.46,2.31,7.09,100.34
2018,2,3,2.1,4.21,0.97,4.25,100.36
2018,2,4,2.01,3.66,0.79,3.48,102.04
2018,2,5,0.73,3.42,0.81,3.1,102.28
2018,2,6,-0.52,3.11,0.23,1.38,101.38
2018,2,7,0.55,3.66,1.49,3.12,101.47
2018,2,8,1.03,3.6,0.08,4.96,101.24
2018,2,9,2.88,4.27,9.6,4.16,100.46
2018,2,10,2.48,4.33,2.16,7.11,100.48
2018,2,11,3.7,4.15,0.36,5.31,99.55
2018,2,12,1.18,3.48,0.03,3.62,100.73
2018,2,13,2.58,3.78,0.09,8.43,100.05
2018,2,14,2.8,4.09,4.98,8.83,100.12
2018,2,15,5.16,4.52,1.02,4.84,100.41
2018,2,16,2.33,3.72,0.02,3.88,101.91
2018,2,17,2.83,4.09,0.01,1.85,101.84
2018,2,18,3.89,4.64,0.18,1.34,101.8
2018,2,19,5.83,5.55,9.38,3.48,101.21
2018,2,20,4.46,5,6.64,5.93,101.58
2018,2,21,2.69,4.09,0.38,1.23,102.27
2018,2,22,0.85,3.17,0.01,3.32,102.14
2018,2,23,0.63,3.17,0.02,3.74,101.91
2018,2,24,0.66,2.87,0,4.72,102.07
2018,2,25,-0.32,2.44,0.04,2.95,102.61
2018,2,26,-1.01,2.56,0.43,2.69,102.77
2018,2,27,-1.37,2.69,2.38,2.71,102.02
2018,2,28,-3.21,2.2,1.85,6.84,101.51
2018,3,1,-2.68,2.14,0.23,2.7,100.22
2018,3,2,-1.67,2.5,3.57,6.73,99.32
2018,3,3,0.43,3.6,1.41,1.08,99.09
2018,3,4,2.51,4.64,12.29,4.01,98.7
2018,3,5,3.52,4.82,0.33,2.52,98.57
2018,3,6,4.69,5,0.38,3.52,98.44
2018,3,7,2.54,4.52,9.29,3.63,98.94
2018,3,8,4.12,4.58,6.23,6.23,99.05
2018,3,9,4.62,4.82,5.47,4.57,99.8
2018,3,10,9.13,7.02,6.09,3.97,99.09
2018,3,11,7.44,5.92,3.65,5.1,98.84
2018,3,12,7.42,5.98,3.64,4.99,98.5
2018,3,13,5.72,4.88,2.92,6.58,100.13
2018,3,14,6.04,4.88,0.03,7.41,100.08
2018,3,15,5.62,5.31,6.5,5.07,98.84
2018,3,16,6.66,5.43,2.85,6.59,99.62
2018,3,17,-0.17,2.75,2.62,3.52,100.49
2018,3,18,-0.59,2.5,0.52,4.92,100.77
2018,3,19,-0.04,2.62,0.04,6.6,101.33
2018,3,20,2.84,3.91,0.28,5.71,102.3
2018,3,21,4.15,3.78,0.35,3.81,102.44
2018,3,22,6.55,5.19,1.78,4.39,101.25
2018,3,23,6.95,5.19,0.33,6.35,99.65
2018,3,24,6.14,5.37,0.39,2.74,99.76
2018,3,25,6.53,4.82,0.04,3.68,100.66
2018,3,26,5.3,4.39,0.08,4.09,101.21
2018,3,27,5.37,5.25,4.21,6.32,100.28
2018,3,28,3.65,4.64,7.53,4.3,99.83
2018,3,29,4.59,4.39,5.34,5.16,99.8
2018,3,30,6.19,5.43,8.36,4.22,99.27
2018,3,31,5.98,5.19,5.67,3.94,99.3
2018,4,1,5.58,4.82,1.93,3.45,100.57
2018,4,2,6.55,5.74,16.1,4.17,99.62
2018,4,3,9.66,6.77,1.27,4.55,99.05
2018,4,4,8.98,6.23,2.45,5.2,99.05
2018,4,5,6.18,4.09,0.35,7.26,100.88
2018,4,6,7.76,5.13,0,5.66,100.91
2018,4,7,10.87,7.08,1.86,4.55,100.26
2018,4,8,9.05,6.77,3.1,2.59,100.4
2018,4,9,6.9,5.86,4.97,1.76,100.32
2018,4,10,8.84,6.53,3.44,2.4,99.89
2018,4,11,7.48,6.1,2.68,1.39,100.32
2018,4,12,7.3,6.04,5.72,3.13,99.97
2018,4,13,9.25,6.47,0.48,3.84,100.28
2018,4,14,10.16,6.53,0.09,2.07,101.26
2018,4,15,10.13,6.96,1.45,1.9,100.63
2018,4,16,10.48,6.1,0.21,1.98,100.92
2018,4,17,12.03,6.59,0,4.9,101.6
2018,4,18,14.04,7.57,0,2.29,102.3
2018,4,19,15.15,8.12,0,2.12,102.01
2018,4,20,14.05,7.81,0,3.55,101.92
2018,4,21,11.97,6.77,0.13,3.55,101.7
2018,4,22,15.58,8.42,0.67,4.84,100.59
2018,4,23,11.33,6.35,0.11,3.2,100.98
2018,4,24,11.52,7.26,5.61,5.02,100.7
2018,4,25,9.62,5.98,1.45,3.06,100.55
2018,4,26,8.76,5.25,0.26,5.24,100.95
2018,4,27,7.44,5.86,7.37,4.72,100.47
2018,4,28,7.54,6.04,2.32,3.75,100.52
2018,4,29,6.54,5.49,4.63,6.68,100.69
2018,4,30,5.11,4.94,29.58,3.84,99.94
2018,5,1,8.21,4.64,0.36,2.39,100.35
2018,5,2,8.48,5.92,7,9,100.22
2018,5,3,9.55,5.49,0,3.05,101.43
2018,5,4,12.14,6.71,0.02,2.3,101.93
2018,5,5,12.11,5.8,0,1.67,102.19
2018,5,6,13.46,6.53,0,2.58,101.87
2018,5,7,14.98,7.2,0,2.66,101.39
2018,5,8,16.73,8.79,0.04,2.98,100.56
2018,5,9,14.56,7.93,0.11,2.3,100.37
2018,5,10,12.33,6.29,0.22,5.96,100.97
2018,5,11,11.52,6.29,0.09,4.3,101.28
2018,5,12,14.3,8.12,1.8,4.4,100.79
2018,5,13,11.26,7.39,7.3,4.88,100.99
2018,5,14,11.98,7.14,0.29,5.11,101.51
2018,5,15,12.48,7.2,0.16,1.63,101.59
2018,5,16,10.35,6.35,0.03,5.76,102.06
2018,5,17,9.07,5.25,0,4.8,102.31
2018,5,18,9.96,5.62,0,3.18,102.13
2018,5,19,11.03,6.16,0.02,2.34,102.04
2018,5,20,11.51,6.9,0.08,3.13,101.9
2018,5,21,12.94,7.51,0.11,2.19,101.29
2018,5,22,12.98,7.32,0.32,3.22,101.29
2018,5,23,12.84,7.14,0.24,2.67,101.87
2018,5,24,14.44,8.06,8.59,2.55,101.64
2018,5,25,16.33,9.77,2.9,3.04,101.42
2018,5,26,14.7,8.97,0.43,4.41,101.66
2018,5,27,15.65,9.28,0.18,5.18,101.36
2018,5,28,16.72,10.25,0.5,3.56,101.47
2018,5,29,14.76,9.03,3.33,3.62,101.21
2018,5,30,15.31,9.58,3.64,4.2,100.93
2018,5,31,15.49,9.7,0.25,3.49,101.19
2018,6,1,17.33,10.01,4.05,2.22,101.34
2018,6,2,17.71,11.17,14.73,1.77,101.31
2018,6,3,18.52,10.62,0.16,1.63,101.43
2018,6,4,14.16,8.91,1.51,4.38,101.28
2018,6,5,12.65,7.2,0.39,3.1,101.3
2018,6,6,12.69,7.14,0.01,1.76,101.19
2018,6,7,13.6,7.93,0.45,1.95,101.3
2018,6,8,13.97,8.06,0.1,2.58,101.35
2018,6,9,14.16,8.18,0.23,1.23,101.28
2018,6,10,14.47,8.12,0.07,1.63,101.15
2018,6,11,14.64,8.06,0.02,1.84,101.09
2018,6,12,13.19,7.75,0.22,4.62,101.31
2018,6,13,14.79,8,0.07,4.85,101.29
2018,6,14,16.13,8.36,0.28,11.23,100.69
2018,6,15,16.2,8.06,0.03,1.99,101.16
2018,6,16,15.56,8.54,1.07,4.7,100.92
2018,6,17,15.24,8.24,0.2,2.02,101.08
2018,6,18,18.05,9.83,0.17,1.75,101.28
2018,6,19,19.2,11.29,0.79,3.89,101.69
2018,6,20,19.05,10.93,0.67,4.41,101.46
2018,6,21,13.05,6.41,0.01,7.59,102
2018,6,22,12.93,6.16,0.01,6.25,102.55
2018,6,23,13.57,7.2,0,2.94,102.35
2018,6,24,15.57,8,0,1.6,102.15
2018,6,25,18.21,9.46,0,1.65,102.2
2018,6,26,16.37,8.36,0,3.46,102.32
2018,6,27,14.74,8.12,0.07,3.28,102.3
2018,6,28,16.58,9.22,0.06,2.99,102.15
2018,6,29,15.74,8.42,0.05,3.48,101.85
2018,6,30,16.73,9.16,0.09,3.96,101.37
2018,7,1,17.89,8.85,0,2.81,101.19
2018,7,2,17.22,8.36,0,3.46,101.43
2018,7,3,15.67,7.93,0,4.29,101.55
2018,7,4,16.05,8.61,0,2.38,101.22
2018,7,5,18.94,10.01,0.06,1.48,101.17
2018,7,6,18.97,10.56,0.09,2.3,101.68
2018,7,7,19.96,10.62,0.01,2.7,101.98
2018,7,8,19.76,10.01,0,3.51,102.2
2018,7,9,17.61,9.7,0.39,4.3,102.18
2018,7,10,15.01,8.36,0.25,3.33,101.93
2018,7,11,16.34,9.34,0.16,3.16,101.75
2018,7,12,16.67,9.22,0.11,1.84,101.8
2018,7,13,16.74,9.34,0.08,1.24,101.86
2018,7,14,18.09,9.83,0.12,2.2,101.66
2018,7,15,19.55,10.38,0.01,1.62,101.23
2018,7,16,21.51,10.68,0.03,1.55,100.87
2018,7,17,19.11,9.58,0.06,5.96,101.05
2018,7,18,18.98,9.28,0.01,3.21,101.44
2018,7,19,17.66,9.03,0,1.2,101.53
2018,7,20,19.01,10.01,0.03,2.8,101.08
2018,7,21,20.36,10.99,0.08,1.48,100.98
2018,7,22,20.23,10.93,0.04,4.48,101.13
2018,7,23,22.73,12.51,0.09,3.32,101.17
2018,7,24,22.29,11.96,0.03,3.05,100.99
2018,7,25,21.15,11.78,0.11,3.43,101.27
2018,7,26,22.01,12.63,0.1,2.52,101.04
2018,7,27,23.71,13.67,1.51,4.23,100.53
2018,7,28,18.82,9.34,6.09,7.9,100.18
2018,7,29,17.65,10.86,5.9,6.38,100.28
2018,7,30,19.57,11.6,2.72,6.27,100.69
2018,7,31,18.81,9.52,0.44,3.46,101.19
2018,8,1,18.57,9.52,0.01,2.16,101.67
2018,8,2,20.7,10.8,0,2.41,101.85
2018,8,3,23,12.51,0.41,2.28,101.79
2018,8,4,19.64,10.86,0.07,4.23,101.93
2018,8,5,19.39,9.95,0,3.73,101.91
2018,8,6,20.66,11.23,0.03,1.47,101.1
2018,8,7,22.14,11.84,1.63,3.26,100.37
2018,8,8,19.32,9.7,0.82,5.07,100.57
2018,8,9,15.03,8.97,12.81,5.64,100.9
2018,8,10,13.73,7.75,11.24,4.12,101.3
2018,8,11,15.54,7.69,1.04,1.87,101.67
2018,8,12,17.48,10.62,3.93,5.74,100.69
2018,8,13,17.69,11.17,9.31,2.32,100.24
2018,8,14,18.2,10.56,0.88,3,101.04
2018,8,15,19.43,10.93,0.14,2.85,101.17
2018,8,16,16.4,10.01,4.67,4.91,100.93
2018,8,17,15.8,8.12,0.01,3.9,101.44
2018,8,18,18.24,10.07,0.2,3.95,101.54
2018,8,19,19.68,11.72,0.86,6.42,101.34
2018,8,20,19.4,11.47,0.77,2.7,101.55
2018,8,21,20.25,11.96,0.57,1.96,101.45
2018,8,22,19.79,11.66,0.04,2.99,101.19
2018,8,23,17.79,10.13,1.85,3.08,100.74
2018,8,24,13.14,6.96,1.52,3.59,100.73
2018,8,25,12.69,6.47,0.33,6.1,100.91
2018,8,26,13.83,8.24,9.34,8.87,100.5
2018,8,27,16.01,8.91,0.65,5.94,100.65
2018,8,28,16.04,8.79,0.08,2.47,101.32
2018,8,29,14.75,9.16,1.6,3.84,101.15
2018,8,30,13.84,7.45,0.04,0.91,101.9
2018,8,31,14.44,7.02,0,2.12,102.02
2018,9,1,15.51,7.93,0,1.91,102.21
2018,9,2,15.63,7.93,0,1.63,102.09
2018,9,3,16.33,8.97,0.01,1.97,101.69
2018,9,4,14.95,8.67,1.06,3.9,101.67
2018,9,5,15.65,9.89,6.91,2.22,101.61
2018,9,6,15.21,8.61,4.9,2.68,101.11
2018,9,7,11.91,6.53,0.39,5.59,101.03
2018,9,8,13.24,7.75,0.72,4.45,101.31
2018,9,9,16.45,9.03,0.14,4.88,101.31
2018,9,10,15.64,8.18,0.06,4.56,101.59
2018,9,11,17.93,10.8,2.34,7.97,101.36
2018,9,12,13.5,7.26,0.38,3.64,101.84
2018,9,13,13.19,6.71,0,2.46,101.81
2018,9,14,13.37,7.2,0.09,4.3,101.55
2018,9,15,14.48,7.81,0.08,3.3,101.82
2018,9,16,16.51,8.54,0.03,4.41,101.38
2018,9,17,17.65,9.7,0.09,4.66,100.99
2018,9,18,18.03,9.95,0.13,5.5,100.39
2018,9,19,18.26,9.89,0.11,8.6,100.72
2018,9,20,17.49,10.13,3.5,9.3,100.43
2018,9,21,13.05,6.65,2.66,8.37,100.15
2018,9,22,10.72,6.47,1.45,5.68,101.31
2018,9,23,9.4,6.16,12.76,6.12,101.45
2018,9,24,9.35,5.13,0.01,4.78,103.16
2018,9,25,10.69,5.37,0,4.71,103.29
2018,9,26,13.9,7.32,0,4.31,102.74
2018,9,27,15.38,8.24,0.03,3.2,102.16
2018,9,28,11.48,5.98,0.09,4.95,102.63
2018,9,29,10.97,5.55,0,3.22,102.37
2018,9,30,9.59,6.04,0.09,3.62,101.5
2018,10,1,9.05,5.31,2.29,6.28,101.93
2018,10,2,12.8,7.26,0.41,4.29,101.41
2018,10,3,11.82,7.2,0.08,2.81,102.12
2018,10,4,13.36,8.36,0.11,4.24,101.9
2018,10,5,14.33,8.85,0.21,2.52,101.13
2018,10,6,10.74,7.32,5.41,9.3,100.74
2018,10,7,9.29,5.31,0,4.55,101.74
2018,10,8,10.86,6.59,0.03,3.02,101.57
2018,10,9,12.37,7.57,0.06,4.09,101.45
2018,10,10,14.08,9.46,0.05,4.46,101.01
2018,10,11,16.66,10.13,4.19,4.2,100.18
2018,10,12,16.37,9.46,0.06,7.01,100.62
2018,10,13,18.49,10.68,2.09,5.09,100.6
2018,10,14,14.71,9.7,8.27,5.57,100.26
2018,10,15,13.73,9.09,4.26,5.98,100.74
2018,10,16,14.8,9.28,0.26,6.19,101.17
2018,10,17,12.62,8.24,0.16,1.91,101.57
2018,10,18,10,6.65,0.16,3.09,102.27
2018,10,19,10.67,6.47,0.44,3.12,102.26
2018,10,20,10.45,6.9,0.01,2.17,102.6
2018,10,21,12.27,7.69,0.74,5.17,102.33
2018,10,22,8.67,5.25,0,4.24,103.09
2018,10,23,10.26,6.47,0.07,3.28,102.37
2018,10,24,10.93,7.02,0.11,4.06,102.25
2018,10,25,10.11,6.71,0.27,3.31,101.56
2018,10,26,7.75,5.49,2.14,4.37,100.51
2018,10,27,6.05,5.13,3.86,2.86,100.79
2018,10,28,6.96,4.58,1.86,2.82,101.44
2018,10,29,6.28,4.58,0.46,3.11,100.32
2018,10,30,7.15,5.92,15.6,3.84,98.96
2018,10,31,6.56,5.25,1.6,3.75,100.39
2018,11,1,9.44,6.96,8.22,2.61,100.2
2018,11,2,4.83,4.64,0.02,3.73,101.84
2018,11,3,6.94,5.13,0,6.23,101.87
2018,11,4,8.69,6.04,0.01,3.01,100.8
2018,11,5,10.02,7.57,0.04,3.19,100.19
2018,11,6,11.83,8.42,0.15,4.21,99.68
2018,11,7,10.94,7.32,1.74,5.38,99.56
2018,11,8,8.11,5.8,0.1,3.91,101.05
2018,11,9,9.38,6.59,2.94,8.84,100.18
2018,11,10,11.04,7.45,8.84,7.48,99.08
2018,11,11,9.8,6.96,7.51,6.2,99.54
2018,11,12,9.94,7.2,0.55,2.09,100.57
2018,11,13,8.74,6.23,0.38,4.43,101.5
2018,11,14,9.31,6.71,0.12,4.38,101.82
2018,11,15,9.98,7.57,0.65,2.39,101.76
2018,11,16,8.48,6.41,0.68,2.54,102.23
2018,11,17,6.95,5.55,0.01,3.77,102.52
2018,11,18,6.46,4.58,0.04,2.97,102.56
2018,11,19,6.62,4.76,1.73,2.21,101.83
2018,11,20,4.8,4.21,3.81,5.44,100.68
2018,11,21,3.97,4.21,1.76,4.39,101.01
2018,11,22,4.47,4.82,0.57,2.16,101.43
2018,11,23,5.85,5.55,0.16,2.2,101.13
2018,11,24,6.62,5.49,0.07,3.91,100.76
2018,11,25,5.09,5.07,0.57,2.34,100.81
2018,11,26,5.11,5.13,1.67,1.85,100.97
2018,11,27,5.98,5.37,6.81,8.5,101.06
2018,11,28,10.65,7.63,3.12,8.26,100.3
2018,11,29,10.08,7.02,3.8,8.18,99.76
2018,11,30,7.13,5.8,0.07,1.67,100.15
2018,12,1,8.04,6.53,3.61,5.01,99.87
2018,12,2,11.19,7.87,5.46,3.84,99.1
2018,12,3,8.8,6.71,1.39,5.44,99.49
2018,12,4,3.48,4.58,0.21,2.69,101.6
2018,12,5,7.96,6.53,6.35,5.73,101.06
2018,12,6,10.71,7.63,3.77,4.17,100.72
2018,12,7,8.92,6.65,13.52,4.86,99.62
2018,12,8,7.98,5.8,3.31,3.82,99.29
2018,12,9,6.28,5.37,1.55,6.34,100.15
2018,12,10,3.13,4.58,0.15,2.96,102.03
2018,12,11,0.79,3.97,0.01,2.76,102.1
2018,12,12,2.91,4.09,0.07,2.96,101.91
2018,12,13,2.94,3.78,0.06,4.45,101.63
2018,12,14,1.08,3.54,0.32,1.66,101.93
2018,12,15,1.19,3.36,10.86,10.47,101.01
2018,12,16,3.43,4.82,0.63,3.38,100.21
2018,12,17,4.56,5.13,2.84,3.62,101.07
2018,12,18,7.19,5.86,4.61,4.13,100.62
2018,12,19,6.46,5.8,1.4,3.7,100.03
2018,12,20,6.52,5.8,1.17,1.46,100.05
2018,12,21,8.59,6.65,10.64,8.9,99.47
2018,12,22,6.87,5.98,3.09,4.12,100.83
2018,12,23,6.03,5.62,10.22,3.22,101.33
2018,12,24,4.64,4.76,0.25,3.89,102.72
2018,12,25,3.43,4.64,0.29,2.64,102.98
2018,12,26,6.37,5.74,0.33,1.6,102.57
2018,12,27,5.94,5.62,0.19,1.89,102.18
2018,12,28,6.56,5.8,0.2,2.48,102.51
2018,12,29,8.18,6.29,0.17,5.57,102.54
2018,12,30,6.77,5.86,0.2,2.77,102.91
2018,12,31,6.77,5.62,0.15,2.71,102.98
2019,1,1,6.58,5.13,0.11,1.97,102.94
2019,1,2,4.13,4.03,0.17,3.02,103.72
2019,1,3,1.76,3.72,0.16,1.33,103.81
2019,1,4,-0.35,3.42,0.37,2.69,103.61
2019,1,5,1.62,3.97,0.35,2.45,103.26
2019,1,6,3.77,4.82,0.32,2.16,103.09
2019,1,7,6.55,5.68,0.67,7.64,102.46
2019,1,8,5.2,4.7,0.22,2.64,102
2019,1,9,4.37,4.21,0.37,5.9,102.28
2019,1,10,2.89,4.46,0.9,1.31,102.46
2019,1,11,4.91,5.19,0.29,1.52,102.39
2019,1,12,6.15,5.55,0.81,3.92,101.48
2019,1,13,8.5,5.86,0.32,4.35,100.53
2019,1,14,4.37,4.76,0.31,6.18,101.32
2019,1,15,5.35,5.25,0.11,2.91,101.19
2019,1,16,6.23,5.68,3.18,5.21,99.94
2019,1,17,2.01,4.03,1.25,6.34,100.41
2019,1,18,1.09,3.72,0.04,4.12,101.25
2019,1,19,1.4,3.6,0,3.98,100.79
2019,1,20,0.15,3.17,0.01,1.86,101.4
2019,1,21,0.3,3.78,0.23,6.03,101.58
2019,1,22,1.33,4.03,5.6,7.6,99.64
2019,1,23,0.07,3.66,3.28,2.02,99.73
2019,1,24,-0.43,3.6,0.47,1.73,100.66
2019,1,25,4.64,5.31,2.2,5.48,100.7
2019,1,26,6.73,5.92,1.77,3.68,99.5
2019,1,27,4.41,4.7,6.21,9.52,98.27
2019,1,28,1.54,3.91,1.15,8.84,99.81
2019,1,29,0.54,3.72,3.1,2.53,99.47
2019,1,30,-0.56,3.54,2.98,3.05,99.03
2019,1,31,-0.68,3.3,0.17,5.02,98.88
2019,2,1,1.5,3.72,2.08,3.87,98.58
2019,2,2,2.19,4.03,1.12,3.16,100.06
2019,2,3,1.02,3.48,0.16,3.58,101.68
2019,2,4,3.15,4.7,7.61,9.39,101.39
2019,2,5,3.35,4.7,0.8,7.12,101.86
2019,2,6,7.47,6.04,9.26,6.57,101.13
2019,2,7,6.33,5.19,2.44,8.95,99.86
2019,2,8,7.75,6.16,4.29,8.82,99.31
2019,2,9,6.9,4.94,0.34,8.33,99.25
2019,2,10,4.24,4.88,10.62,5.92,99.15
2019,2,11,2.65,4.21,0.16,4.39,101.77
2019,2,12,3.59,4.7,0.08,2.87,102.72
2019,2,13,6.85,5.43,0.12,3.11,102.77
2019,2,14,4.87,4.88,0.02,2.59,102.81
2019,2,15,5.51,5.13,0.07,2.69,102.29
2019,2,16,7.87,6.1,0.12,2.22,101.78
2019,2,17,8.16,5.86,0.08,3.13,101.19
2019,2,18,7.53,5.86,0.81,2.26,101.02
2019,2,19,5.87,4.94,0.07,3.34,101.26
2019,2,20,7.48,5.43,0.07,3.05,101.47
2019,2,21,8.56,6.41,0.22,4.17,102.09
2019,2,22,8.11,6.04,0.25,4.43,103.07
2019,2,23,7.89,5.86,0.05,3.12,103.08
2019,2,24,6.6,5.07,0,2.26,103.23
2019,2,25,6.8,4.82,0,1.38,103.26
2019,2,26,7.76,5.07,0,2.91,102.89
2019,2,27,7.65,5.74,0,1.66,102.01
2019,2,28,7.43,6.04,0.46,5.95,100.98
2019,3,1,6.61,5.31,0.68,4.08,101.26
2019,3,2,8.85,6.1,0.73,7.47,100.41
2019,3,3,9.7,6.9,5.79,8.88,99.19
2019,3,4,6.19,4.52,0.21,6.95,98.65
2019,3,5,6.16,4.88,0.94,2.89,99.68
2019,3,6,9.23,6.84,9.05,4.4,98.6
2019,3,7,6.97,5.19,2.18,8.16,98.47
2019,3,8,5.98,4.82,3.49,5.73,100.32
2019,3,9,7.2,4.94,0.54,9.98,100.44
2019,3,10,4.58,4.27,16.64,12.39,100.18
2019,3,11,4.92,3.97,0.36,9.02,101.41
2019,3,12,5.88,5.19,7.84,6.61,99.89
2019,3,13,7.25,4.82,0.37,7.47,99.82
2019,3,14,8.09,5.31,4.46,8.59,99.72
2019,3,15,9.59,5.8,4.9,8.8,99.9
2019,3,16,9.74,6.41,5.74,10.28,99.43
2019,3,17,5.36,4.39,1.24,3.9,99.78
2019,3,18,5.44,4.39,0.09,4.29,101.45
2019,3,19,6.9,5.62,0.35,2.48,102.22
2019,3,20,10.08,6.65,0.08,1.36,102.68
2019,3,21,10.8,6.96,0.28,4.39,102.81
2019,3,22,9.56,6.29,0.05,3.42,102.38
2019,3,23,7.48,4.82,0.03,4.02,102.75
2019,3,24,7.2,4.33,0,6.7,102.48
2019,3,25,5.98,4.46,0.02,8.12,102.59
2019,3,26,6.32,4.7,0.03,4.45,102.88
2019,3,27,8.51,5.31,0.07,2.01,102.98
2019,3,28,8.31,5.62,0.15,3.2,103.12
2019,3,29,8.57,5.43,0.01,2.22,102.5
2019,3,30,9.88,6.1,0.08,3.98,101.78
2019,3,31,7.05,4.52,0.1,3.38,102.25
2019,4,1,5.79,4.15,0,3.63,101.68
2019,4,2,5.41,5.13,1.59,3.5,99.88
2019,4,3,3.51,4.33,2.8,2.45,99.48
2019,4,4,5.74,4.27,0.09,6.58,99.39
2019,4,5,7.74,4.76,0,4.14,100.11
2019,4,6,7.16,5.49,0.39,2.23,100.28
2019,4,7,8.42,6.29,1.46,3.35,100.42
2019,4,8,10.45,6.41,0.36,2.62,100.7
